Country Name,Country Code,Series Name,Series Code,1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Romania,ROU,"Population, total",SP.POP.TOTL,20835681,21029429,21293583,21551634,21756096,21951464,22090488,22207282,22353070,22475741,22560478,22640547,22732999,22836841,22949430,23057662,23161458,23201835,23001155,22794284,22763280,22730211,22684270,22619004,22553978,22507344,22472040,22442971,22131970,21730496,21574326,21451748,21319685,21193760,20882982,20537875,20367487,20246871,20147528,20058035,19983693,19908979,19815616,19702267,19588715,19473970,19371648,19265250,19119880,..
Russian Federation,RUS,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.19741E+12,1.16149E+12,1.10287E+12,9.4261E+11,8.60899E+11,7.52686E+11,7.21498E+11,6.94406E+11,7.04127E+11,6.66808E+11,7.09483E+11,7.80432E+11,8.20235E+11,8.58786E+11,9.21477E+11,9.87822E+11,1.05104E+12,1.13723E+12,1.23389E+12,1.29806E+12,1.19681E+12,1.25066E+12,1.30444E+12,1.35693E+12,1.38075E+12,1.39092E+12,1.36348E+12,1.36612E+12,1.39106E+12,1.43012E+12,1.46155E+12,1.42262E+12,1.49019E+12,..
Russian Federation,RUS,Land area (sq. km),AG.LND.TOTL.K2,16389950,16389950,16389950,16389950,16389950,16389950,16389950,16389950,16389950,16389950,16389950,16389950,16389950,16389950,16389950,16389950,16389950,16389950,16389950,16389950,16386180,16381330,16378380,16377960,16378650,16381300,16388510,16381340,16380440,16380940,16380980,16381230,16381390,16377740,16377740,16376870,16376870,16376870,16376870,16376870,16376870,16376870,16376870,16376870,16376870,16376870,16376870,16376870,..,..
Russian Federation,RUS,"Population, total",SP.POP.TOTL,132669000,133432000,134200000,135147000,136100000,137060000,138027000,139010000,139941000,140823000,141668000,142745000,143858000,144894000,145908000,146857000,147721000,147969407,148394216,148538197,148458777,148407912,148375787,148160129,147915361,147670784,147214776,146596869,145976482,145306497,144648618,144067316,143518814,143049637,142805114,142742366,142785349,142849468,142960908,143201721,143506995,143819667,144096870,144342397,144496739,144477859,144406261,144073139,143449286,..
Rwanda,RWA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1379084243,1398526898,1368964481,1635975215,1668598351,1821289130,2037474475,2219861292,2340537380,2382920918,2525427927,2418330254,2524803249,2662963955,2662323882,2782097174,2781080755,2714354532,2646105354,2801503851,2574338536,1280783181,1731927251,1952673429,2223113866,2420052176,2525370144,2736766814,2968968327,3360636947,3434651707,3690453564,4036540588,4408994108,4745546343,5275208314,5604817041,6015911096,6494680506,7055919661,7388947559,7844636347,8539424910,9049292136,9409118207,10216367626,11182897052,10807279944,11983600400,..
Rwanda,RWA,Land area (sq. km),AG.LND.TOTL.K2,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,..,..
Rwanda,RWA,"Population, total",SP.POP.TOTL,4259484,4386369,4515756,4648207,4783252,4921953,5074374,5247532,5441966,5652900,5859396,6056729,6266752,6497804,6735829,6953975,7141974,7319962,7485681,7657208,7904740,6732665,5686897,6715510,7666732,7914645,8009587,8109989,8223941,8372306,8567992,8791853,9026299,9270066,9523168,9781996,10043737,10309031,10576932,10840334,11101350,11368451,11642959,11930899,12230339,12531808,12835028,13146362,13461888,..
Samoa,WSM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,391274365.5,392960898.8,398020498.6,413620897.5,436388983.9,438497161.8,432172718.4,448194716.8,428378007.3,418525260.2,417688263.4,434813444.7,423760050,452040283.6,484492114.6,487609458,498311947.8,509202228.4,535136125.5,574683375.8,607164245.8,638813464.9,658535299,702256798.3,717229806.2,720715417.9,746344812.5,742302029.8,787765950.1,818087675.6,787555578.3,788400572.5,793603415.3,824160018.2,889959823.9,902475172.3,896973258.5,936905242.5,907782067.6,843469448.2,..
Samoa,WSM,Land area (sq. km),AG.LND.TOTL.K2,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2780,2780,2780,2780,..,..
Samoa,WSM,"Population, total",SP.POP.TOTL,149587,152240,155263,158136,160362,161988,163489,164905,166190,166885,166944,166779,166517,166365,166773,167452,167886,168186,168701,169799,171362,173107,174902,176713,178543,180385,182211,184008,185530,186630,187440,188073,188626,189379,190478,191787,193176,194672,196351,198124,199939,201757,203571,205544,207630,209701,211905,214929,218764,..
San Marino,SMR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1248960787,1342203439,1463664263,1495563065,1578990701,1583898209,1645242059,1720081556,1761795374,1829273609,1959322571,1949507555,1748299727,1652603321,1515193097,1408454797,1397412904,1387597888,1419394771,1452671145,1456422893,1478180472,1508715027,1408416997,..,..
San Marino,SMR,Land area (sq. km),AG.LND.TOTL.K2,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,..,..
San Marino,SMR,"Population, total",SP.POP.TOTL,19010,19439,19803,20160,20482,20795,21087,21346,21596,21804,21973,22096,22241,22390,22437,22542,22803,23132,23459,23808,24181,24535,24886,25235,25596,25997,26404,26823,27335,27969,28601,29093,29508,29959,30372,30700,31059,31608,32495,33132,33285,33389,33570,33834,34056,34156,34178,34007,33745,..
Sao Tome and Principe,STP,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,156320714.7,161573388.8,174970271.7,181160558.3,193143651.4,210267976.7,217924829.9,231498896.2,237115713,252936034.7,264060672.4,272357396.6,285470840.5,304168994.9,316066072.3,329229494.1,341901474.5,351971392.3,359752972.3,370633944.4,377594164.7,..
Sao Tome and Principe,STP,Land area (sq. km),AG.LND.TOTL.K2,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,..,..
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,82472,84189,86037,88078,90299,92659,95017,97210,99170,100931,102650,104497,106607,108966,111610,114513,117445,120343,123084,125648,128182,130666,133077,135412,137656,139790,141808,143714,146258,149841,153762,157697,161680,165725,169845,174004,178128,182138,186044,189924,193757,197497,201124,204632,208036,211344,214599,218641,223107,..
Saudi Arabia,SAU,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2.29072E+11,2.66246E+11,2.42474E+11,2.85685E+11,3.0595E+11,2.8998E+11,3.24544E+11,3.42889E+11,3.49551E+11,2.77089E+11,2.32613E+11,2.2177E+11,2.00048E+11,2.34082E+11,2.18557E+11,2.47208E+11,2.45964E+11,2.83335E+11,3.25857E+11,3.38851E+11,3.3423E+11,3.36097E+11,3.3681E+11,3.45693E+11,3.49509E+11,3.59622E+11,3.46088E+11,3.65557E+11,3.61131E+11,3.5095E+11,3.90404E+11,4.21474E+11,4.44967E+11,4.57374E+11,4.65822E+11,4.94935E+11,4.84743E+11,5.09172E+11,5.60073E+11,5.90381E+11,6.06317E+11,6.28463E+11,6.5427E+11,6.652E+11,6.60268E+11,6.76868E+11,6.79127E+11,6.51027E+11,6.72127E+11,..
Saudi Arabia,SAU,Land area (sq. km),AG.LND.TOTL.K2,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,..,..
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,7088758,7483506,7897544,8319556,8755219,9210564,9682002,10171710,10678211,11201154,11746020,12310361,12890245,13483349,14089798,14713715,15353227,16004763,16654276,17281350,17846461,18367528,18888857,19410280,19938377,20472580,21009660,21547390,22085929,22623415,23150847,23661808,24397644,25382870,26400068,27437353,28483797,29411929,30150945,30821543,31482498,32125564,32749848,33416270,34193122,35018133,35827362,35997107,35950396,..
Senegal,SEN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,4661323427,4857135161,5223152479,5689083989,5536451253,5317543776,5689861474,5916759606,6223261342,6721768496,6342159290,6591776688,6820055482,7033317631,7473312375,7412287138,7706835368,7649320625,7852789698,7956464821,8064689691,8060857274,8501672094,8673403933,8937561213,9464741412,10059440290,10450471956,10900976279,10908464876,11518679050,12053525176,12573060862,12866110117,13229850386,13719774113,14097356632,14575382383,14769831259,15361066947,15731635064,16710783741,17774766636,18906963177,20304894403,21565674238,22560634244,22859676611,24246000777,..
Senegal,SEN,Land area (sq. km),AG.LND.TOTL.K2,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,..,..
Senegal,SEN,"Population, total",SP.POP.TOTL,4772039,4911421,5047922,5181195,5308297,5433225,5564474,5703869,5852029,6008392,6171874,6341801,6520705,6710885,6909837,7113636,7321832,7536001,7754289,7974514,8196551,8416997,8632681,8843423,9051539,9261526,9478564,9704287,9938027,10180950,10434504,10698691,10974057,11263387,11563869,11872929,12195029,12530121,12875880,13231833,13595566,13970308,14356181,14751356,15157793,15574909,16000781,16436120,16876720,..
Serbia,SRB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21208001184,22536487905,24160778191,24967960159,22614939243,24001645048,25652664151,27289408095,28486801015,31058645510,32776296417,34450440855,36668885797,38742722729,37684367631,37959857147,38732824869,38468844257,39581608177,38952454430,39655958843,40979907436,41840962436,43721764447,45615675380,45203666160,48616503418,..
Serbia,SRB,Land area (sq. km),AG.LND.TOTL.K2,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,..,..
Serbia,SRB,"Population, total",SP.POP.TOTL,7091000,7128000,7163000,7214000,7258000,7297000,7332000,7362000,7405000,7440000,7468000,7489000,7504000,7536000,7558000,7572000,7581000,7586000,7595636,7646424,7699307,7734639,7625357,7617794,7596501,7567745,7540401,7516346,7503433,7496522,7480591,7463157,7440769,7411569,7381579,7350222,7320807,7291436,7234099,7199077,7164132,7130576,7095383,7058322,7020858,6982604,6945235,6899126,6834326,..
Seychelles,SYC,GDP (constant 2015 US$),NY.GDP.MKTP.KD,288660922,292421739.9,301713163.1,350824968.9,329108107.6,398720042.6,461695244.2,442080017.5,405762353.3,401227254.5,394369295.6,412159816.4,458015636,457205858.5,477341695.1,503102614.2,559444185.8,598580353.9,615103718.6,659154170.4,699999646.5,694408773.1,688675440.3,722541225.6,808968400.1,876949240.8,893365787.7,906894372.9,886297323.1,897046613.6,844236333.3,820171768,894034486.6,978128509.3,1080063545,1056875745,1045194670,1107435615,1194782160,1209846320,1282655802,1340436690,1416001322,1491800885,1559097438,1608971156,1658847163,1531237484,1651621574,..
Seychelles,SYC,Land area (sq. km),AG.LND.TOTL.K2,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,..,..
Seychelles,SYC,"Population, total",SP.POP.TOTL,56892,57937,59292,60504,61786,62150,62686,63261,64035,64413,64335,64717,65244,65652,68499,68755,69167,69507,70439,70763,72253,74205,75304,76417,77319,78846,80410,81131,81202,83723,82781,82475,82858,84600,85033,86956,87298,89770,87441,88303,89949,91359,93419,94677,95843,96762,97625,98462,99258,..
Sierra Leone,SLE,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1862056183,1927224952,1959394510,1950593373,1951503828,1998463493,2088619489,2189781852,2252878852,2360606011,2310967150,2405555827,2277788566,2305943102,2472692044,2297625447,2314398113,2391930403,2448187665,1982715957,2009969366,1970827538,1813166197,1844965894,1736535735,1767533146,1732548617,1847810362,1730558384,2187725472,2391470991,2549258929,2664105482,2776635014,3000380294,3162349380,3263166698,3437630797,3654718730,4209569689,5081614391,5313171991,4218723875,4474187604,4661772844,4823284726,5076711739,4976753934,5181034757,..
Sierra Leone,SLE,Land area (sq. km),AG.LND.TOTL.K2,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,..,..
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,2942333,2998843,3055916,3112863,3172195,3235170,3300032,3367477,3437108,3509197,3585773,3666262,3749419,3842917,3947865,4056215,4159163,4325388,4378169,4301566,4295689,4314953,4324149,4347370,4405028,4449975,4475145,4584067,4857096,5140113,5350907,5533329,5683334,5809774,5939163,6090860,6259842,6436698,6612385,6788587,6964859,7140688,7314773,7493913,7677565,7861281,8046828,8233970,8420641,..
Singapore,SGP,GDP (constant 2015 US$),NY.GDP.MKTP.KD,20451338376,21702429444,22568082630,24246508583,25907986616,27922897876,30590776840,33684535932,37327829502,39978906023,43398894385,47214649404,46920643003,47550698283,52685190573,58619435554,64574483561,70916278731,75659441373,80683081175,89929080594,99907331976,1.07076E+11,1.15076E+11,1.24646E+11,1.21915E+11,1.28887E+11,1.40536E+11,1.39031E+11,1.44486E+11,1.51057E+11,1.66072E+11,1.78306E+11,1.94365E+11,2.119E+11,2.15849E+11,2.16125E+11,2.47506E+11,2.62888E+11,2.74548E+11,2.87775E+11,2.99101E+11,3.08004E+11,3.18974E+11,3.33843E+11,3.46066E+11,3.49858E+11,3.35363E+11,3.60897E+11,..
Singapore,SGP,Land area (sq. km),AG.LND.TOTL.K2,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,675,687,689,689,694,695,700,700,702,704,706,707,709,709,709,712,714,716,718,..,..
Singapore,SGP,"Population, total",SP.POP.TOTL,2193000,2229800,2262600,2293300,2325300,2353600,2383500,2413945,2532835,2646466,2681061,2732221,2735957,2733373,2774789,2846108,2930901,3047132,3135083,3230698,3313471,3419048,3524506,3670704,3796038,3927213,3958723,4027887,4138012,4175950,4114826,4166664,4265762,4401365,4588599,4839396,4987573,5076732,5183688,5312437,5399162,5469724,5535002,5607283,5612253,5638676,5703569,5685807,5453566,..
Sint Maarten (Dutch part),SXM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1108116840,1143576512,1196181066,1212814522,1228662708,1248080304,1253072626,1259338013,1186296367,1108000834,..,..,..,..
Sint Maarten (Dutch part),SXM,Land area (sq. km),AG.LND.TOTL.K2,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,..,..
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,7750,8312,8906,9523,10172,10850,11542,12243,13134,14418,15927,17474,19064,20703,22395,24139,25952,27845,29820,31345,31823,31735,31596,31410,31195,31240,31084,30519,30600,30777,31472,32488,33011,33441,33811,33964,34238,34056,33435,34640,36607,37685,38825,39969,40574,40895,41608,42310,42846,..
Slovak Republic,SVK,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35304372873,35975624844,38208103469,40440791792,43117931007,45673029353,47534706551,47484360184,48038277838,49601339627,51838084329,54688703652,57575655084,61389156293,66603045839,73817506955,77932749070,73681102330,78629991380,80730554470,81795230835,82312781984,84532913950,88900883131,90629072614,93291817009,97051840806,99497249379,96139533846,99037470565,..
Slovak Republic,SVK,Land area (sq. km),AG.LND.TOTL.K2,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48110,48100,48100,48100,48100,48100,48090,48091,48088,48088,48088,48080,48082,48080,48080,48080,48080,48080,..,..
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,4641445,4689623,4739105,4789507,4840501,4890125,4938973,4979815,5016105,5055099,5091971,5127097,5161768,5193838,5222840,5250596,5275942,5299187,5303294,5305016,5325305,5346331,5361999,5373361,5383291,5390516,5396020,5388720,5378867,5376912,5373374,5372280,5372807,5373054,5374622,5379233,5386406,5391428,5398384,5407579,5413393,5418649,5423801,5430798,5439232,5446771,5454147,5458827,5447247,..
Slovenia,SVN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26417686105,27263846125,28640614043,29579844443,31157238919,32301448497,33340444077,34509226037,35530788950,37079644536,38487919291,40699587892,43540484554,45068686557,41666704789,42226600498,42590309919,41466164772,41039360682,42175395369,43107506024,44483434041,46625480708,48702350150,50383106848,48205866431,52164080297,..
Slovenia,SVN,Land area (sq. km),AG.LND.TOTL.K2,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20146.2,20145.8,20146.2,20146,20145.7,20140,20140,20142.6,20142,20138.1,20136.4,20136.4,20136.4,..,..
Slovenia,SVN,"Population, total",SP.POP.TOTL,1766697,1776132,1793581,1820249,1842377,1862548,1882599,1901315,1906531,1910334,1922321,1932154,1941641,1965964,1989776,1995196,1996351,1998161,1999429,1996498,1991746,1989443,1989872,1988628,1985956,1981629,1983045,1988925,1992060,1994530,1995733,1997012,2000474,2006868,2018122,2021316,2039669,2048583,2052843,2057159,2059953,2061980,2063531,2065042,2066388,2073894,2088385,2102419,2108079,..
Solomon Islands,SLB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,526655773.9,517191667.6,508556813.7,528342682.5,529241923.4,512664357.4,511631696.7,554717788.9,561652850.3,585603169.8,598486439.5,634395635.2,714963869.7,743562421.2,803790986.4,884882367.6,899128156.3,890909431,902415635.4,898032325.4,769820254,708568688.7,688728886.7,733657887.3,790027023.5,848155963.1,883255034.4,915402624.3,972395312.9,1000247320,1097355212,1178888152,1207959550,1271229332,1286347014,1307908070,1380558852,1423015841,1462091791,1487671296,1437357546,1434447635,..
Solomon Islands,SLB,Land area (sq. km),AG.LND.TOTL.K2,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,..,..
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,186816,192155,197853,204082,210932,218193,225786,233668,241827,250250,258945,267913,277158,286527,295836,305132,314560,324171,333952,343916,354086,364505,375189,386069,397050,408145,419229,429978,440395,450760,461216,471785,482486,493430,504619,516001,527833,540394,553721,567763,582365,597375,612660,628102,643634,659249,674993,691191,707851,..
Somalia,SOM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4301823889,4637116657,5335000000,5790197834,5926243324,6372546886,6847717218,7018182534,7302356499,..
Somalia,SOM,Land area (sq. km),AG.LND.TOTL.K2,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,..,..
Somalia,SOM,"Population, total",SP.POP.TOTL,4022336,4125823,4228289,4333779,4449505,4777703,5408813,5892224,5934938,5951805,6142513,6369020,6630637,6908579,7158004,7160461,7035378,6999096,6732702,6428141,6620729,6959828,7210930,7472450,7734313,8056862,8384479,8721465,9070747,9411103,9758281,10117354,10467292,10784973,11118092,11444870,11730037,12026649,12216837,12440326,12852485,13309235,13763906,14292847,14864221,15411094,15981300,16537016,17065581,..
South Africa,ZAF,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1.26836E+11,1.34587E+11,1.36869E+11,1.39948E+11,1.39817E+11,1.44032E+11,1.49491E+11,1.59388E+11,1.67933E+11,1.67289E+11,1.642E+11,1.72573E+11,1.70482E+11,1.70512E+11,1.74094E+11,1.81406E+11,1.85751E+11,1.8516E+11,1.83275E+11,1.79358E+11,1.81571E+11,1.87381E+11,1.9319E+11,2.01497E+11,2.06736E+11,2.0777E+11,2.12756E+11,2.21692E+11,2.27678E+11,2.36103E+11,2.43065E+11,2.54136E+11,2.67547E+11,2.8254E+11,2.97685E+11,3.07184E+11,3.0246E+11,3.11654E+11,3.21529E+11,3.29233E+11,3.37416E+11,3.42187E+11,3.4671E+11,3.49014E+11,3.53055E+11,3.5843E+11,3.59518E+11,3.36715E+11,3.53258E+11,..
South Africa,ZAF,Land area (sq. km),AG.LND.TOTL.K2,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,..,..
South Africa,ZAF,"Population, total",SP.POP.TOTL,24382513,25077016,25777964,26480300,27199838,27943445,28697014,29463549,30232561,31022417,31865176,32768207,33752964,34877834,36119333,37393853,38668684,39877570,40910959,41760755,42525440,43267982,43986084,44661603,45285048,45852166,46364681,46813266,47229714,47661514,48104048,48556071,49017147,49491756,49996094,50565812,51170779,51784921,52443325,53145033,53873616,54729551,55876504,56422274,56641209,57339635,58087055,58801927,59392255,..
South Sudan,SSD,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20185217786,21202884179,22367646895,21329717233,11500530835,13010519614,13449448811,11997800760,..,..,..,..,..,..,..
South Sudan,SSD,Land area (sq. km),AG.LND.TOTL.K2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,631930,631930,631930,631930,631930,631930,631930,631930,631930,..,..
South Sudan,SSD,"Population, total",SP.POP.TOTL,3542465,3629608,3718279,3808615,3901044,3995911,4092792,4192012,4293866,4398297,4502541,4603039,4706975,4819667,4893809,4814879,4706626,4750817,4867185,4956969,5018172,5142863,5302042,5434894,5589410,5699436,5850145,6114440,6394431,6686100,6992367,7317118,7662654,8029517,8417823,8823888,9229227,9714419,10243050,10701604,11106031,11213284,11194299,11066105,10658226,10395329,10447666,10606227,10748272,..
Spain,ESP,GDP (constant 2015 US$),NY.GDP.MKTP.KD,4.71752E+11,4.98259E+11,5.0096E+11,5.17511E+11,5.32201E+11,5.39987E+11,5.40211E+11,5.52143E+11,5.51412E+11,5.58285E+11,5.68167E+11,5.78307E+11,5.91732E+11,6.10983E+11,6.44875E+11,6.77727E+11,7.10441E+11,7.37306E+11,7.56077E+11,7.63103E+11,7.55232E+11,7.7323E+11,7.94552E+11,8.15692E+11,8.45893E+11,8.83054E+11,9.22708E+11,9.71112E+11,1.00931E+12,1.03687E+12,1.06779E+12,1.10113E+12,1.14135E+12,1.18817E+12,1.231E+12,1.24192E+12,1.19519E+12,1.19714E+12,1.18739E+12,1.15225E+12,1.13608E+12,1.15194E+12,1.19616E+12,1.23249E+12,1.26917E+12,1.29816E+12,1.32392E+12,1.17398E+12,1.23878E+12,..
Spain,ESP,Land area (sq. km),AG.LND.TOTL.K2,499780,499750,499630,499570,499540,499530,499540,499470,499460,499460,499430,499440,499440,499440,499440,499440,499440,499440,499440,499440,499440,499440,499440,499440,499440,499440,499440,499000,498520,499040,499210,499180,499090,498980,499110,498800,498660,500010,499880,500210,500210,500210,499661,499564,499547.35,499603.479,499570.036,499556.645,..,..
Spain,ESP,"Population, total",SP.POP.TOTL,34988947,35373335,35757900,36137812,36511638,36864898,37191330,37491165,37758631,37986012,38171525,38330364,38469512,38584624,38684815,38766939,38827764,38867322,38966376,39157685,39361262,39549108,39724050,39889852,40057389,40223509,40386875,40567864,40850412,41431558,42187645,42921895,43653155,44397319,45226803,45954106,46362946,46576897,46742697,46773055,46620045,46480882,46444832,46484062,46593236,46797754,47134837,47365655,47415750,..
Sri Lanka,LKA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,10581913602,10988876098,11662080270,12051023090,12665696400,13381794211,14238705021,15071103492,15930084769,16589828545,17388461393,18275124523,19188772262,20024548241,20370093987,20873782253,21353733423,22720371361,23765505545,24811185710,26523173218,28008449361,29548937949,30671787900,32636438509,34169836458,35639324113,37777695377,37193875800,38668492350,40965504844,43196101686,45892293518,49411448545,52769858786,55909711898,57888307431,62528615266,67949522944,73815049009,76805847548,81704508297,85140963537,89443668461,95222338798,97422055054,97207255120,93831930693,96953497412,..
Sri Lanka,LKA,Land area (sq. km),AG.LND.TOTL.K2,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,61893,61893,61893,61864,61864.47,61860,..,..
